PKEY,YEAR,STATE,TYPEOFPRODUCER,ENERGYSOURCE,GENERATION
18659,2001,VT,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",WOOD AND WOOD DERIVED FUELS,177335
18660,2001,VT,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,35265
18661,2001,VT,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",HYDROELECTRIC CONVENTIONAL,15930
18662,2001,VT,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",WOOD AND WOOD DERIVED FUELS,19335
18663,2001,WA,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,83048669
18664,2001,WA,TOTAL ELECTRIC POWER INDUSTRY,COAL,9082358
18665,2001,WA,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,54733895
18666,2001,WA,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,9374245
18667,2001,WA,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,8250429
18668,2001,WA,TOTAL ELECTRIC POWER INDUSTRY,OTHER,66052
18669,2001,WA,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,156236
18670,2001,WA,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,320359
18671,2001,WA,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,1065095
18672,2001,WA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,9453576
18673,2001,WA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",COAL,9042666
18674,2001,WA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,156854
18675,2001,WA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,354
18676,2001,WA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER,66052
18677,2001,WA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER BIOMASS,127149
18678,2001,WA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",PETROLEUM,18020
18679,2001,WA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",WOOD AND WOOD DERIVED FUELS,42481
18680,2001,WA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,67683216
18681,2001,WA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,54517234
18682,2001,WA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,4378072
18683,2001,WA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,8250429
18684,2001,WA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,179120
18685,2001,WA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",WOOD AND WOOD DERIVED FUELS,358361
18686,2001,WA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,1346770
18687,2001,WA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,33136
18688,2001,WA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",HYDROELECTRIC CONVENTIONAL,2513
18689,2001,WA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,585060
18690,2001,WA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER BIOMASS,17171
18691,2001,WA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,44637
18692,2001,WA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",WOOD AND WOOD DERIVED FUELS,664253
18693,2001,WA,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,4427127
18694,2001,WA,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,4336688
18695,2001,WA,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER BIOMASS,11916
18696,2001,WA,"COMBINED HEAT AND POWER, ELECTRIC POWER",PETROLEUM,78523
18697,2001,WA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,137980
18698,2001,WA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",COAL,6556
18699,2001,WA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",HYDROELECTRIC CONVENTIONAL,57294
18700,2001,WA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,74071
18701,2001,WA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PETROLEUM,59
18702,2001,WI,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,58763431
18703,2001,WI,TOTAL ELECTRIC POWER INDUSTRY,COAL,41253456
18704,2001,WI,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,2056244
18705,2001,WI,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,2233965
18706,2001,WI,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,11507078
18707,2001,WI,TOTAL ELECTRIC POWER INDUSTRY,OTHER,162695
18708,2001,WI,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,324576
18709,2001,WI,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,447783
18710,2001,WI,TOTAL ELECTRIC POWER INDUSTRY,WIND,72284
18711,2001,WI,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,705350
18712,2001,WI,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,774837
18713,2001,WI,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",COAL,33308
18714,2001,WI,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,12408
18715,2001,WI,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,518827
18716,2001,WI,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER BIOMASS,175613
18717,2001,WI,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",PETROLEUM,6161
18718,2001,WI,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",WIND,28520
18719,2001,WI,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,54959426
18720,2001,WI,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,40185649
18721,2001,WI,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,1887555
18722,2001,WI,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,868225
18723,2001,WI,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,11507078
18724,2001,WI,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",OTHER,159963
18725,2001,WI,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",OTHER BIOMASS,113676
18726,2001,WI,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,170443
18727,2001,WI,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",WIND,43764
18728,2001,WI,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",WOOD AND WOOD DERIVED FUELS,23073
18729,2001,WI,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,2312972
18730,2001,WI,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,990675
18731,2001,WI,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",HYDROELECTRIC CONVENTIONAL,152270
18732,2001,WI,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,221771
18733,2001,WI,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER,0
18734,2001,WI,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER BIOMASS,4482
18735,2001,WI,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,262093
18736,2001,WI,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",WOOD AND WOOD DERIVED FUELS,681681
18737,2001,WI,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,568481
18738,2001,WI,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,556995
18739,2001,WI,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER BIOMASS,11486
18740,2001,WI,"COMBINED HEAT AND POWER, ELECTRIC POWER",PETROLEUM,0
18741,2001,WI,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,147715
18742,2001,WI,"COMBINED HEAT AND POWER, COMMERCIAL POWER",COAL,43824
18743,2001,WI,"COMBINED HEAT AND POWER, COMMERCIAL POWER",HYDROELECTRIC CONVENTIONAL,4011
18744,2001,WI,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,68147
18745,2001,WI,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER,2732
18746,2001,WI,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER BIOMASS,19319
18747,2001,WI,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PETROLEUM,9086
18748,2001,WI,"COMBINED HEAT AND POWER, COMMERCIAL POWER",WOOD AND WOOD DERIVED FUELS,596
18749,2001,WV,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,81836725
18750,2001,WV,TOTAL ELECTRIC POWER INDUSTRY,COAL,80214404
18751,2001,WV,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,951943
18752,2001,WV,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,275865
18753,2001,WV,TOTAL ELECTRIC POWER INDUSTRY,OTHER,10810
18754,2001,WV,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,14329
18755,2001,WV,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,89500
18756,2001,WV,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,278676
18757,2001,WV,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,1198
18758,2001,WV,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,28457588
18759,2001,WV,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",COAL,27937685
18760,2001,WV,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,302348
18761,2001,WV,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,196121
18762,2001,WV,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",PETROLEUM,21434
18763,2001,WV,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,51608803
18764,2001,WV,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,51110900
18765,2001,WV,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,210961
18766,2001,WV,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,3654
18767,2001,WV,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",OTHER,10810
18768,2001,WV,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",OTHER BIOMASS,14329
18769,2001,WV,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,256951
18770,2001,WV,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",WOOD AND WOOD DERIVED FUELS,1198
18771,2001,WV,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,1464105
18772,2001,WV,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,859731
18773,2001,WV,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",HYDROELECTRIC CONVENTIONAL,438634
18774,2001,WV,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,75949
18775,2001,WV,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER GASES,89500
18776,2001,WV,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,291
18777,2001,WV,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,306229
18778,2001,WV,"COMBINED HEAT AND POWER, ELECTRIC POWER",COAL,306088
18779,2001,WV,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,141
18780,2001,WY,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,44776938
18781,2001,WY,TOTAL ELECTRIC POWER INDUSTRY,COAL,42789310
18782,2001,WY,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,879111
18783,2001,WY,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,591842
18784,2001,WY,TOTAL ELECTRIC POWER INDUSTRY,OTHER,107909
18785,2001,WY,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,7511
18786,2001,WY,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,36096
18787,2001,WY,TOTAL ELECTRIC POWER INDUSTRY,WIND,365159
18788,2001,WY,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,348960
18789,2001,WY,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",WIND,348960
18790,2001,WY,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,43764015
18791,2001,WY,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,42560578
18792,2001,WY,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,879111
18793,2001,WY,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,274383
18794,2001,WY,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,33744
18795,2001,WY,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",WIND,16199
18796,2001,WY,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,663963
18797,2001,WY,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,228732
18798,2001,WY,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,317459
18799,2001,WY,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER,107909
18800,2001,WY,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER GASES,7511
18801,2001,WY,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,2352
18802,2002,AK,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,6767325
18803,2002,AK,TOTAL ELECTRIC POWER INDUSTRY,COAL,575288
18804,2002,AK,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,1439351
18805,2002,AK,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,3778162
18806,2002,AK,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,11124
18807,2002,AK,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,962369
18808,2002,AK,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,1031
18809,2002,AK,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,0
18810,2002,AK,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,0
18811,2002,AK,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,5471990
18812,2002,AK,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,204490
18813,2002,AK,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,1439351
18814,2002,AK,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,2952996
18815,2002,AK,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,875153
18816,2002,AK,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,895356
18817,2002,AK,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,825166
18818,2002,AK,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER BIOMASS,11124
18819,2002,AK,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,59066
18820,2002,AK,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,243668
18821,2002,AK,"COMBINED HEAT AND POWER, ELECTRIC POWER",COAL,240932
18822,2002,AK,"COMBINED HEAT AND POWER, ELECTRIC POWER",PETROLEUM,1705
18823,2002,AK,"COMBINED HEAT AND POWER, ELECTRIC POWER",WOOD AND WOOD DERIVED FUELS,1031
18824,2002,AK,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,156311
18825,2002,AK,"COMBINED HEAT AND POWER, COMMERCIAL POWER",COAL,129866
18826,2002,AK,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PETROLEUM,26445
18827,2002,AL,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,132920670
18828,2002,AL,TOTAL ELECTRIC POWER INDUSTRY,COAL,72041664
18829,2002,AL,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,8824787
18830,2002,AL,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,15904065
18831,2002,AL,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,31856926
18832,2002,AL,TOTAL ELECTRIC POWER INDUSTRY,OTHER,122745
18833,2002,AL,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,18401
18834,2002,AL,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,112541
18835,2002,AL,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,312048
18836,2002,AL,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,3727493
18837,2002,AL,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,2357413
18838,2002,AL,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,2335265
18839,2002,AL,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",PETROLEUM,22148
18840,2002,AL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,123739223
18841,2002,AL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,71630811
18842,2002,AL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,8824787
18843,2002,AL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,11242320
18844,2002,AL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,31856926
18845,2002,AL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,184379
18846,2002,AL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,5365176
18847,2002,AL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,192434
18848,2002,AL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,1414055
18849,2002,AL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER,4456
18850,2002,AL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER BIOMASS,18401
18851,2002,AL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER GASES,112541
18852,2002,AL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,105086
18853,2002,AL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",WOOD AND WOOD DERIVED FUELS,3518203
18854,2002,AL,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,1458858
18855,2002,AL,"COMBINED HEAT AND POWER, ELECTRIC POWER",COAL,218419
18856,2002,AL,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,912425
18857,2002,AL,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER,118289
18858,2002,AL,"COMBINED HEAT AND POWER, ELECTRIC POWER",PETROLEUM,435
18859,2002,AL,"COMBINED HEAT AND POWER, ELECTRIC POWER",WOOD AND WOOD DERIVED FUELS,209290
18860,2002,AR,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,47611645
18861,2002,AR,TOTAL ELECTRIC POWER INDUSTRY,COAL,23098370
18862,2002,AR,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,3435829
18863,2002,AR,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,4602958
18864,2002,AR,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,14558884
18865,2002,AR,TOTAL ELECTRIC POWER INDUSTRY,OTHER,170631
18866,2002,AR,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,4658
18867,2002,AR,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,159706
18868,2002,AR,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,1580608
18869,2002,AR,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,1247325
18870,2002,AR,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,0
18871,2002,AR,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,1203439
18872,2002,AR,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER,43886
18873,2002,AR,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,42873364
18874,2002,AR,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,22986650
18875,2002,AR,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,3435829
18876,2002,AR,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,1755867
18877,2002,AR,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,14558884
18878,2002,AR,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,136134
18879,2002,AR,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,2178948
18880,2002,AR,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,111720
18881,2002,AR,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,336302
18882,2002,AR,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER,126745
18883,2002,AR,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,23572
18884,2002,AR,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",WOOD AND WOOD DERIVED FUELS,1580608
18885,2002,AR,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,1304071
18886,2002,AR,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,1304071
18887,2002,AR,"COMBINED HEAT AND POWER, ELECTRIC POWER",PETROLEUM,0
18888,2002,AR,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,7937
18889,2002,AR,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,3279
18890,2002,AR,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER BIOMASS,4658
18891,2002,AZ,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,94131666
18892,2002,AZ,TOTAL ELECTRIC POWER INDUSTRY,COAL,38226631
18893,2002,AZ,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,7427180
18894,2002,AZ,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,17293015
18895,2002,AZ,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,30861911
18896,2002,AZ,TOTAL ELECTRIC POWER INDUSTRY,OTHER,87714
18897,2002,AZ,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,53346
18898,2002,AZ,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,57446
18899,2002,AZ,TOTAL ELECTRIC POWER INDUSTRY,PUMPED STORAGE,123964
18900,2002,AZ,TOTAL ELECTRIC POWER INDUSTRY,SOLAR THERMAL AND PHOTOVOLTAIC,459
18901,2002,AZ,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,10954286
18902,2002,AZ,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,10866572
18903,2002,AZ,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER,87714
18904,2002,AZ,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER BIOMASS,0
18905,2002,AZ,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,81710063
18906,2002,AZ,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,37957468
18907,2002,AZ,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,7427180
18908,2002,AZ,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,5238416
18909,2002,AZ,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,30861911
18910,2002,AZ,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",OTHER BIOMASS,49604
18911,2002,AZ,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,51061
18912,2002,AZ,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PUMPED STORAGE,123964
18913,2002,AZ,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",SOLAR THERMAL AND PHOTOVOLTAIC,459
18914,2002,AZ,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,295841
18915,2002,AZ,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,269163
18916,2002,AZ,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,20427
18917,2002,AZ,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,6251
18918,2002,AZ,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,1153078
18919,2002,AZ,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,1153078
18920,2002,AZ,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,18398
18921,2002,AZ,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,14522
18922,2002,AZ,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER BIOMASS,3742
18923,2002,AZ,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PETROLEUM,134
18924,2002,CA,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,184210031
18925,2002,CA,TOTAL ELECTRIC POWER INDUSTRY,COAL,2327809
18926,2002,CA,TOTAL ELECTRIC POWER INDUSTRY,GEOTHERMAL,13073615
18927,2002,CA,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,31140628
18928,2002,CA,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,89624044
18929,2002,CA,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,34352340
18930,2002,CA,TOTAL ELECTRIC POWER INDUSTRY,OTHER,398108
18931,2002,CA,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,2018759
18932,2002,CA,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,1240053
18933,2002,CA,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,1961066
18934,2002,CA,TOTAL ELECTRIC POWER INDUSTRY,PUMPED STORAGE,-240997
18935,2002,CA,TOTAL ELECTRIC POWER INDUSTRY,SOLAR THERMAL AND PHOTOVOLTAIC,554372
18936,2002,CA,TOTAL ELECTRIC POWER INDUSTRY,WIND,3802645
18937,2002,CA,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,3957589
18938,2002,CA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,63545451
18939,2002,CA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",GEOTHERMAL,11889276
